# $Id$
# PcbXY Version 1.0
# Date: Wed Jan 28 23:52:37 2009 UTC
# Author: Luke Orland
# Title: bien sucia - PCB X-Y
# RefDes, Description, Value, X, Y, rotation, top/bottom
# X,Y in mils.  rotation in degrees.
# --------------------------------------------
(unknown),"pin.fp","unknown",1700.00,2200.00,0,top
(unknown),"pin.fp","unknown",1500.00,2200.00,0,top
(unknown),"pin.fp","unknown",1400.00,2200.00,0,top
(unknown),"pin.fp","unknown",1300.00,2200.00,0,top
(unknown),"pin.fp","unknown",1200.00,2200.00,0,top
(unknown),"pin.fp","unknown",1000.00,2200.00,0,top
(unknown),"pin.fp","unknown",1100.00,2200.00,0,top
(unknown),"pin.fp","unknown",1600.00,2200.00,0,top
(unknown),"pin.fp","unknown",2000.00,2200.00,0,top
(unknown),"pin.fp","unknown",400.00,2300.00,0,top
(unknown),"pin.fp","unknown",500.00,2300.00,0,top
(unknown),"pin.fp","unknown",300.00,2300.00,0,top
(unknown),"pin.fp","unknown",900.00,2300.00,0,top
(unknown),"pin.fp","unknown",800.00,2300.00,0,top
(unknown),"pin.fp","unknown",700.00,2300.00,0,top
(unknown),"pin.fp","unknown",600.00,2300.00,0,top
(unknown),"pin.fp","unknown",1900.00,2300.00,0,top
(unknown),"pin.fp","unknown",1800.00,2300.00,0,top
(unknown),"pin.fp","unknown",1700.00,2300.00,0,top
(unknown),"pin.fp","unknown",1500.00,2300.00,0,top
(unknown),"pin.fp","unknown",1400.00,2300.00,0,top
(unknown),"pin.fp","unknown",1300.00,2300.00,0,top
(unknown),"pin.fp","unknown",1200.00,2300.00,0,top
(unknown),"pin.fp","unknown",1000.00,2300.00,0,top
(unknown),"pin.fp","unknown",1100.00,2300.00,0,top
(unknown),"pin.fp","unknown",1600.00,2300.00,0,top
(unknown),"pin.fp","unknown",2000.00,2300.00,0,top
(unknown),"pin.fp","unknown",400.00,2400.00,0,top
(unknown),"pin.fp","unknown",500.00,2400.00,0,top
(unknown),"pin.fp","unknown",300.00,2400.00,0,top
(unknown),"pin.fp","unknown",900.00,2400.00,0,top
(unknown),"pin.fp","unknown",800.00,2400.00,0,top
(unknown),"pin.fp","unknown",700.00,2400.00,0,top
(unknown),"pin.fp","unknown",600.00,2400.00,0,top
(unknown),"pin.fp","unknown",1900.00,2400.00,0,top
(unknown),"pin.fp","unknown",1800.00,2400.00,0,top
(unknown),"pin.fp","unknown",1700.00,2400.00,0,top
(unknown),"pin.fp","unknown",1500.00,2400.00,0,top
(unknown),"pin.fp","unknown",1400.00,2400.00,0,top
(unknown),"pin.fp","unknown",1300.00,2400.00,0,top
(unknown),"pin.fp","unknown",1200.00,2400.00,0,top
(unknown),"pin.fp","unknown",1000.00,2400.00,0,top
(unknown),"pin.fp","unknown",1100.00,2400.00,0,top
(unknown),"pin.fp","unknown",1600.00,2400.00,0,top
(unknown),"pin.fp","unknown",2000.00,2400.00,0,top
(unknown),"pin.fp","unknown",2400.00,1700.00,0,top
(unknown),"pin.fp","unknown",2500.00,1700.00,0,top
(unknown),"pin.fp","unknown",2300.00,1700.00,0,top
(unknown),"pin.fp","unknown",2900.00,1700.00,0,top
(unknown),"pin.fp","unknown",2800.00,1700.00,0,top
(unknown),"pin.fp","unknown",2700.00,1700.00,0,top
(unknown),"pin.fp","unknown",2600.00,1700.00,0,top
(unknown),"pin.fp","unknown",3900.00,1700.00,0,top
(unknown),"pin.fp","unknown",3800.00,1700.00,0,top
(unknown),"pin.fp","unknown",3700.00,1700.00,0,top
(unknown),"pin.fp","unknown",3500.00,1700.00,0,top
(unknown),"pin.fp","unknown",3400.00,1700.00,0,top
(unknown),"pin.fp","unknown",3300.00,1700.00,0,top
(unknown),"pin.fp","unknown",3200.00,1700.00,0,top
(unknown),"pin.fp","unknown",3000.00,1700.00,0,top
(unknown),"pin.fp","unknown",3100.00,1700.00,0,top
(unknown),"pin.fp","unknown",3600.00,1700.00,0,top
(unknown),"pin.fp","unknown",4000.00,1700.00,0,top
(unknown),"pin.fp","unknown",2400.00,1800.00,0,top
(unknown),"pin.fp","unknown",2500.00,1800.00,0,top
(unknown),"pin.fp","unknown",2300.00,1800.00,0,top
(unknown),"pin.fp","unknown",2900.00,1800.00,0,top
(unknown),"pin.fp","unknown",2800.00,1800.00,0,top
(unknown),"pin.fp","unknown",2700.00,1800.00,0,top
(unknown),"pin.fp","unknown",1300.00,1800.00,0,top
(unknown),"pin.fp","unknown",1200.00,1800.00,0,top
(unknown),"pin.fp","unknown",1000.00,1800.00,0,top
(unknown),"pin.fp","unknown",1100.00,1800.00,0,top
(unknown),"pin.fp","unknown",1600.00,1800.00,0,top
(unknown),"pin.fp","unknown",2000.00,1800.00,0,top
(unknown),"pin.fp","unknown",400.00,1900.00,0,top
(unknown),"pin.fp","unknown",500.00,1900.00,0,top
(unknown),"pin.fp","unknown",300.00,1900.00,0,top
(unknown),"pin.fp","unknown",900.00,1900.00,0,top
(unknown),"pin.fp","unknown",800.00,1900.00,0,top
(unknown),"pin.fp","unknown",700.00,1900.00,0,top
(unknown),"pin.fp","unknown",600.00,1900.00,0,top
(unknown),"pin.fp","unknown",1900.00,1900.00,0,top
(unknown),"pin.fp","unknown",1800.00,1900.00,0,top
(unknown),"pin.fp","unknown",1700.00,1900.00,0,top
(unknown),"pin.fp","unknown",1500.00,1900.00,0,top
(unknown),"pin.fp","unknown",1400.00,1900.00,0,top
(unknown),"pin.fp","unknown",1300.00,1900.00,0,top
(unknown),"pin.fp","unknown",1200.00,1900.00,0,top
(unknown),"pin.fp","unknown",1000.00,1900.00,0,top
(unknown),"pin.fp","unknown",1100.00,1900.00,0,top
(unknown),"pin.fp","unknown",1600.00,1900.00,0,top
(unknown),"pin.fp","unknown",2000.00,1900.00,0,top
(unknown),"pin.fp","unknown",400.00,2000.00,0,top
(unknown),"pin.fp","unknown",500.00,2000.00,0,top
(unknown),"pin.fp","unknown",300.00,2000.00,0,top
(unknown),"pin.fp","unknown",900.00,2000.00,0,top
(unknown),"pin.fp","unknown",800.00,2000.00,0,top
(unknown),"pin.fp","unknown",700.00,2000.00,0,top
(unknown),"pin.fp","unknown",600.00,2000.00,0,top
(unknown),"pin.fp","unknown",1900.00,2000.00,0,top
(unknown),"pin.fp","unknown",1800.00,2000.00,0,top
(unknown),"pin.fp","unknown",1700.00,2000.00,0,top
(unknown),"pin.fp","unknown",1500.00,2000.00,0,top
(unknown),"pin.fp","unknown",1400.00,2000.00,0,top
(unknown),"pin.fp","unknown",2600.00,1800.00,0,top
(unknown),"pin.fp","unknown",3900.00,1800.00,0,top
(unknown),"pin.fp","unknown",3800.00,1800.00,0,top
(unknown),"pin.fp","unknown",3700.00,1800.00,0,top
(unknown),"pin.fp","unknown",3500.00,1800.00,0,top
(unknown),"pin.fp","unknown",3400.00,1800.00,0,top
(unknown),"pin.fp","unknown",3300.00,1800.00,0,top
(unknown),"pin.fp","unknown",3200.00,1800.00,0,top
(unknown),"pin.fp","unknown",3000.00,1800.00,0,top
(unknown),"pin.fp","unknown",3100.00,1800.00,0,top
(unknown),"pin.fp","unknown",3600.00,1800.00,0,top
(unknown),"pin.fp","unknown",4000.00,1800.00,0,top
(unknown),"pin.fp","unknown",2400.00,1900.00,0,top
(unknown),"pin.fp","unknown",2500.00,1900.00,0,top
(unknown),"pin.fp","unknown",2300.00,1900.00,0,top
(unknown),"pin.fp","unknown",2900.00,1900.00,0,top
(unknown),"pin.fp","unknown",4100.00,1700.00,0,top
(unknown),"pin.fp","unknown",4100.00,1800.00,0,top
(unknown),"pin.fp","unknown",4100.00,1900.00,0,top
(unknown),"pin.fp","unknown",4100.00,2000.00,0,top
(unknown),"pin.fp","unknown",4100.00,2100.00,0,top
(unknown),"pin.fp","unknown",4100.00,2200.00,0,top
(unknown),"pin.fp","unknown",4100.00,2300.00,0,top
(unknown),"pin.fp","unknown",4100.00,2400.00,0,top
(unknown),"pin.fp","unknown",400.00,1700.00,0,top
(unknown),"pin.fp","unknown",500.00,1700.00,0,top
(unknown),"pin.fp","unknown",300.00,1700.00,0,top
(unknown),"pin.fp","unknown",900.00,1700.00,0,top
(unknown),"pin.fp","unknown",800.00,1700.00,0,top
(unknown),"pin.fp","unknown",700.00,1700.00,0,top
(unknown),"pin.fp","unknown",600.00,1700.00,0,top
(unknown),"pin.fp","unknown",1900.00,1700.00,0,top
(unknown),"pin.fp","unknown",1800.00,1700.00,0,top
(unknown),"pin.fp","unknown",1700.00,1700.00,0,top
(unknown),"pin.fp","unknown",1500.00,1700.00,0,top
(unknown),"pin.fp","unknown",1400.00,1700.00,0,top
(unknown),"pin.fp","unknown",1300.00,1700.00,0,top
(unknown),"pin.fp","unknown",1200.00,1700.00,0,top
(unknown),"pin.fp","unknown",1000.00,1700.00,0,top
(unknown),"pin.fp","unknown",1100.00,1700.00,0,top
(unknown),"pin.fp","unknown",1600.00,1700.00,0,top
(unknown),"pin.fp","unknown",2000.00,1700.00,0,top
(unknown),"pin.fp","unknown",400.00,1800.00,0,top
(unknown),"pin.fp","unknown",500.00,1800.00,0,top
(unknown),"pin.fp","unknown",300.00,1800.00,0,top
(unknown),"pin.fp","unknown",900.00,1800.00,0,top
(unknown),"pin.fp","unknown",800.00,1800.00,0,top
(unknown),"pin.fp","unknown",700.00,1800.00,0,top
(unknown),"pin.fp","unknown",600.00,1800.00,0,top
(unknown),"pin.fp","unknown",1900.00,1800.00,0,top
(unknown),"pin.fp","unknown",1800.00,1800.00,0,top
(unknown),"pin.fp","unknown",1700.00,1800.00,0,top
(unknown),"pin.fp","unknown",2800.00,1900.00,0,top
(unknown),"pin.fp","unknown",2700.00,1900.00,0,top
(unknown),"pin.fp","unknown",2600.00,1900.00,0,top
(unknown),"pin.fp","unknown",3900.00,1900.00,0,top
(unknown),"pin.fp","unknown",3800.00,1900.00,0,top
(unknown),"pin.fp","unknown",3700.00,1900.00,0,top
(unknown),"pin.fp","unknown",3500.00,1900.00,0,top
(unknown),"pin.fp","unknown",3400.00,1900.00,0,top
(unknown),"pin.fp","unknown",3300.00,1900.00,0,top
(unknown),"pin.fp","unknown",3200.00,1900.00,0,top
(unknown),"pin.fp","unknown",3000.00,1900.00,0,top
(unknown),"pin.fp","unknown",3100.00,1900.00,0,top
(unknown),"pin.fp","unknown",3600.00,1900.00,0,top
(unknown),"pin.fp","unknown",4000.00,1900.00,0,top
(unknown),"pin.fp","unknown",2400.00,2000.00,0,top
(unknown),"pin.fp","unknown",2500.00,2000.00,0,top
(unknown),"pin.fp","unknown",2300.00,2000.00,0,top
(unknown),"pin.fp","unknown",2900.00,2000.00,0,top
(unknown),"pin.fp","unknown",2800.00,2000.00,0,top
(unknown),"pin.fp","unknown",2700.00,2000.00,0,top
(unknown),"pin.fp","unknown",2600.00,2000.00,0,top
(unknown),"pin.fp","unknown",3900.00,2000.00,0,top
(unknown),"pin.fp","unknown",3800.00,2000.00,0,top
(unknown),"pin.fp","unknown",3700.00,2000.00,0,top
(unknown),"pin.fp","unknown",3500.00,2000.00,0,top
(unknown),"pin.fp","unknown",3400.00,2000.00,0,top
(unknown),"pin.fp","unknown",3300.00,2000.00,0,top
(unknown),"pin.fp","unknown",3200.00,2000.00,0,top
(unknown),"pin.fp","unknown",3000.00,2000.00,0,top
(unknown),"pin.fp","unknown",3100.00,2000.00,0,top
(unknown),"pin.fp","unknown",3600.00,2000.00,0,top
(unknown),"pin.fp","unknown",4000.00,2000.00,0,top
(unknown),"pin.fp","unknown",2400.00,2100.00,0,top
(unknown),"pin.fp","unknown",2500.00,2100.00,0,top
(unknown),"pin.fp","unknown",2300.00,2100.00,0,top
(unknown),"pin.fp","unknown",2900.00,2100.00,0,top
(unknown),"pin.fp","unknown",2800.00,2100.00,0,top
(unknown),"pin.fp","unknown",2700.00,2100.00,0,top
(unknown),"pin.fp","unknown",2600.00,2100.00,0,top
(unknown),"pin.fp","unknown",3900.00,2100.00,0,top
(unknown),"pin.fp","unknown",3800.00,2100.00,0,top
(unknown),"pin.fp","unknown",3700.00,2100.00,0,top
(unknown),"pin.fp","unknown",3500.00,2100.00,0,top
(unknown),"pin.fp","unknown",3400.00,2100.00,0,top
(unknown),"pin.fp","unknown",3300.00,2100.00,0,top
(unknown),"pin.fp","unknown",3200.00,2100.00,0,top
(unknown),"pin.fp","unknown",3000.00,2100.00,0,top
(unknown),"pin.fp","unknown",3100.00,2100.00,0,top
(unknown),"pin.fp","unknown",3600.00,2100.00,0,top
(unknown),"pin.fp","unknown",4000.00,2100.00,0,top
(unknown),"pin.fp","unknown",2400.00,2200.00,0,top
(unknown),"pin.fp","unknown",2500.00,2200.00,0,top
(unknown),"pin.fp","unknown",2300.00,2200.00,0,top
(unknown),"pin.fp","unknown",2900.00,2200.00,0,top
(unknown),"pin.fp","unknown",2800.00,2200.00,0,top
(unknown),"pin.fp","unknown",2700.00,2200.00,0,top
(unknown),"pin.fp","unknown",2600.00,2200.00,0,top
(unknown),"pin.fp","unknown",3900.00,2200.00,0,top
(unknown),"pin.fp","unknown",3800.00,2200.00,0,top
(unknown),"pin.fp","unknown",3700.00,2200.00,0,top
(unknown),"pin.fp","unknown",3500.00,2200.00,0,top
(unknown),"pin.fp","unknown",3400.00,2200.00,0,top
(unknown),"pin.fp","unknown",3300.00,2200.00,0,top
(unknown),"pin.fp","unknown",3200.00,2200.00,0,top
(unknown),"pin.fp","unknown",3000.00,2200.00,0,top
(unknown),"pin.fp","unknown",3100.00,2200.00,0,top
(unknown),"pin.fp","unknown",3600.00,2200.00,0,top
(unknown),"pin.fp","unknown",4000.00,2200.00,0,top
(unknown),"pin.fp","unknown",2400.00,2300.00,0,top
(unknown),"pin.fp","unknown",2500.00,2300.00,0,top
(unknown),"pin.fp","unknown",2300.00,2300.00,0,top
(unknown),"pin.fp","unknown",2900.00,2300.00,0,top
(unknown),"pin.fp","unknown",2800.00,2300.00,0,top
(unknown),"pin.fp","unknown",2700.00,2300.00,0,top
(unknown),"pin.fp","unknown",2600.00,2300.00,0,top
(unknown),"pin.fp","unknown",3900.00,2300.00,0,top
(unknown),"pin.fp","unknown",3800.00,2300.00,0,top
(unknown),"pin.fp","unknown",3700.00,2300.00,0,top
(unknown),"pin.fp","unknown",3500.00,2300.00,0,top
(unknown),"pin.fp","unknown",3400.00,2300.00,0,top
(unknown),"pin.fp","unknown",3300.00,2300.00,0,top
(unknown),"pin.fp","unknown",3200.00,2300.00,0,top
(unknown),"pin.fp","unknown",3000.00,2300.00,0,top
(unknown),"pin.fp","unknown",3100.00,2300.00,0,top
(unknown),"pin.fp","unknown",3600.00,2300.00,0,top
(unknown),"pin.fp","unknown",4000.00,2300.00,0,top
(unknown),"pin.fp","unknown",2400.00,2400.00,0,top
CONN1,"CONNECTOR-8-1","unknown",650.00,1450.00,0,top
(unknown),"pin.fp","unknown",2500.00,2400.00,0,top
(unknown),"pin.fp","unknown",2300.00,2400.00,0,top
(unknown),"pin.fp","unknown",2900.00,2400.00,0,top
(unknown),"pin.fp","unknown",2800.00,2400.00,0,top
(unknown),"pin.fp","unknown",2700.00,2400.00,0,top
(unknown),"pin.fp","unknown",2600.00,2400.00,0,top
(unknown),"pin.fp","unknown",3900.00,2400.00,0,top
(unknown),"pin.fp","unknown",3800.00,2400.00,0,top
(unknown),"pin.fp","unknown",3700.00,2400.00,0,top
(unknown),"pin.fp","unknown",3500.00,2400.00,0,top
(unknown),"pin.fp","unknown",3400.00,2400.00,0,top
H1,"A31_screwhole","unknown",120.00,4440.00,0,top
(unknown),"pin.fp","unknown",3300.00,2400.00,0,top
H2,"A31_screwhole","unknown",4260.00,4440.00,0,top
H4,"A31_screwhole","unknown",120.00,1720.00,0,top
